nacionalidad,sexo,pais_de_destino,periodo,total,fuente
Extranjero,Ambos sexos,Otro país de Sudamérica,2011,NA,EM
Extranjero,Ambos sexos,Otro país de Sudamérica,2010,9,EM
Extranjero,Ambos sexos,Otro país de Sudamérica,2009,1,EM
Extranjero,Ambos sexos,Otro país de Sudamérica,2008,NA,EM
Extranjero,Ambos sexos,Asia,2020,10709,EM
Extranjero,Ambos sexos,Asia,2019,16309,EM
Extranjero,Ambos sexos,Asia,2018,13175,EM
Extranjero,Ambos sexos,Asia,2017,15784,EM
Extranjero,Ambos sexos,Asia,2016,14700,EM
Extranjero,Ambos sexos,Asia,2015,15571,EM
Extranjero,Ambos sexos,Asia,2014,21816,EM
Extranjero,Ambos sexos,Asia,2013,32738,EM
Extranjero,Ambos sexos,Asia,2012,28522,EM
Extranjero,Ambos sexos,Asia,2011,28842,EM
Extranjero,Ambos sexos,Asia,2010,22067,EM
Extranjero,Ambos sexos,Asia,2009,18364,EM
Extranjero,Ambos sexos,Asia,2008,13604,EM
Extranjero,Ambos sexos,Bangladesh,2020,138,EM
Extranjero,Ambos sexos,Bangladesh,2019,724,EM
Extranjero,Ambos sexos,Bangladesh,2018,161,EM
Extranjero,Ambos sexos,Bangladesh,2017,475,EM
Extranjero,Ambos sexos,Bangladesh,2016,425,EM
Extranjero,Ambos sexos,Bangladesh,2015,466,EM
Extranjero,Ambos sexos,Bangladesh,2014,1036,EM
Extranjero,Ambos sexos,Bangladesh,2013,1734,EM
Extranjero,Ambos sexos,Bangladesh,2012,474,EM
Extranjero,Ambos sexos,Bangladesh,2011,1318,EM
Extranjero,Ambos sexos,Bangladesh,2010,695,EM
Extranjero,Ambos sexos,Bangladesh,2009,702,EM
Extranjero,Ambos sexos,Bangladesh,2008,382,EM
Extranjero,Ambos sexos,China,2020,5257,EM
Extranjero,Ambos sexos,China,2019,7031,EM
Extranjero,Ambos sexos,China,2018,6323,EM
Extranjero,Ambos sexos,China,2017,6906,EM
Extranjero,Ambos sexos,China,2016,6607,EM
Extranjero,Ambos sexos,China,2015,6848,EM
Extranjero,Ambos sexos,China,2014,9170,EM
Extranjero,Ambos sexos,China,2013,13916,EM
Extranjero,Ambos sexos,China,2012,12483,EM
Extranjero,Ambos sexos,China,2011,12012,EM
Extranjero,Ambos sexos,China,2010,9864,EM
Extranjero,Ambos sexos,China,2009,8359,EM
Extranjero,Ambos sexos,China,2008,6260,EM
Extranjero,Ambos sexos,Filipinas,2020,482,EM
Extranjero,Ambos sexos,Filipinas,2019,700,EM
Extranjero,Ambos sexos,Filipinas,2018,689,EM
Extranjero,Ambos sexos,Filipinas,2017,822,EM
Extranjero,Ambos sexos,Filipinas,2016,642,EM
Extranjero,Ambos sexos,Filipinas,2015,768,EM
Extranjero,Ambos sexos,Filipinas,2014,903,EM
Extranjero,Ambos sexos,Filipinas,2013,1701,EM
Extranjero,Ambos sexos,Filipinas,2012,1201,EM
Extranjero,Ambos sexos,Filipinas,2011,1246,EM
Extranjero,Ambos sexos,Filipinas,2010,909,EM
Extranjero,Ambos sexos,Filipinas,2009,671,EM
Extranjero,Ambos sexos,Filipinas,2008,555,EM
Extranjero,Ambos sexos,India,2020,1235,EM
Extranjero,Ambos sexos,India,2019,1740,EM
Extranjero,Ambos sexos,India,2018,1475,EM
Extranjero,Ambos sexos,India,2017,1673,EM
Extranjero,Ambos sexos,India,2016,1388,EM
Extranjero,Ambos sexos,India,2015,1307,EM
Extranjero,Ambos sexos,India,2014,1791,EM
Extranjero,Ambos sexos,India,2013,3206,EM
Extranjero,Ambos sexos,India,2012,3000,EM
Extranjero,Ambos sexos,India,2011,2896,EM
Extranjero,Ambos sexos,India,2010,2523,EM
Extranjero,Ambos sexos,India,2009,1908,EM
Extranjero,Ambos sexos,India,2008,1442,EM
Extranjero,Ambos sexos,Pakistán,2020,1876,EM
Extranjero,Ambos sexos,Pakistán,2019,3629,EM
Extranjero,Ambos sexos,Pakistán,2018,3114,EM
Extranjero,Ambos sexos,Pakistán,2017,4152,EM
Extranjero,Ambos sexos,Pakistán,2016,3619,EM
Extranjero,Ambos sexos,Pakistán,2015,4094,EM
Extranjero,Ambos sexos,Pakistán,2014,6344,EM
Extranjero,Ambos sexos,Pakistán,2013,9148,EM
Extranjero,Ambos sexos,Pakistán,2012,9703,EM
Extranjero,Ambos sexos,Pakistán,2011,9263,EM
Extranjero,Ambos sexos,Pakistán,2010,6265,EM
Extranjero,Ambos sexos,Pakistán,2009,5006,EM
Extranjero,Ambos sexos,Pakistán,2008,3663,EM
Extranjero,Ambos sexos,Otro país de Asia,2020,1721,EM
Extranjero,Ambos sexos,Otro país de Asia,2019,2485,EM
Extranjero,Ambos sexos,Otro país de Asia,2018,1413,EM
Extranjero,Ambos sexos,Otro país de Asia,2017,1756,EM
Extranjero,Ambos sexos,Otro país de Asia,2016,2019,EM
Extranjero,Ambos sexos,Otro país de Asia,2015,2088,EM
Extranjero,Ambos sexos,Otro país de Asia,2014,2572,EM
Extranjero,Ambos sexos,Otro país de Asia,2013,3032,EM
Extranjero,Ambos sexos,Otro país de Asia,2012,1661,EM
Extranjero,Ambos sexos,Otro país de Asia,2011,2106,EM
Extranjero,Ambos sexos,Otro país de Asia,2010,1812,EM
Extranjero,Ambos sexos,Otro país de Asia,2009,1718,EM
Extranjero,Ambos sexos,Otro país de Asia,2008,1302,EM
Extranjero,Ambos sexos,Oceanía,2020,134,EM
Extranjero,Ambos sexos,Oceanía,2019,302,EM
Extranjero,Ambos sexos,Oceanía,2018,153,EM
Extranjero,Ambos sexos,Oceanía,2017,306,EM
Extranjero,Ambos sexos,Oceanía,2016,655,EM
Extranjero,Ambos sexos,Oceanía,2015,226,EM
Extranjero,Ambos sexos,Oceanía,2014,427,EM
Extranjero,Ambos sexos,Oceanía,2013,547,EM
Extranjero,Ambos sexos,Oceanía,2012,330,EM
Extranjero,Ambos sexos,Oceanía,2011,308,EM
Extranjero,Ambos sexos,Oceanía,2010,360,EM
Extranjero,Ambos sexos,Oceanía,2009,380,EM
Extranjero,Ambos sexos,Oceanía,2008,325,EM
Total,Hombres,Total,2020,133623,EM
Total,Hombres,Total,2019,159076,EM
Total,Hombres,Total,2018,167137,EM
Total,Hombres,Total,2017,201005,EM
Total,Hombres,Total,2016,179820,EM
Total,Hombres,Total,2015,190408,EM
Total,Hombres,Total,2014,222784,EM
Total,Hombres,Total,2013,299592,EM
Total,Hombres,Total,2012,260039,EM
Total,Hombres,Total,2011,240971,EM
Total,Hombres,Total,2010,238195,EM
Total,Hombres,Total,2009,226133,EM
Total,Hombres,Total,2008,169456,EM
Total,Hombres,UE27_2020 sin España,2020,55269,EM
Total,Hombres,UE27_2020 sin España,2019,NA,EM
Total,Hombres,UE27_2020 sin España,2018,NA,EM
Total,Hombres,UE27_2020 sin España,2017,NA,EM
Total,Hombres,UE27_2020 sin España,2016,NA,EM
Total,Hombres,UE27_2020 sin España,2015,NA,EM
Total,Hombres,UE27_2020 sin España,2014,NA,EM
Total,Hombres,UE27_2020 sin España,2013,NA,EM
Total,Hombres,UE27_2020 sin España,2012,NA,EM
Total,Hombres,UE27_2020 sin España,2011,NA,EM
Total,Hombres,UE27_2020 sin España,2010,NA,EM
Total,Hombres,UE27_2020 sin España,2009,NA,EM
Total,Hombres,UE27_2020 sin España,2008,NA,EM
Total,Hombres,UE28 sin España,2020,NA,EM
Total,Hombres,UE28 sin España,2019,83516,EM
Total,Hombres,UE28 sin España,2018,88469,EM
Total,Hombres,UE28 sin España,2017,109930,EM
Total,Hombres,UE28 sin España,2016,94345,EM
Total,Hombres,UE28 sin España,2015,96748,EM
Total,Hombres,UE28 sin España,2014,103735,EM
Total,Hombres,UE28 sin España,2013,119143,EM
Total,Hombres,UE28 sin España,2012,98817,EM
Total,Hombres,UE28 sin España,2011,83353,EM
Total,Hombres,UE28 sin España,2010,93378,EM
Total,Hombres,UE28 sin España,2009,91406,EM
Total,Hombres,UE28 sin España,2008,65540,EM
Total,Hombres,Bélgica,2020,2150,EM
Total,Hombres,Bélgica,2019,2020,EM
Total,Hombres,Bélgica,2018,2050,EM
Total,Hombres,Bélgica,2017,2360,EM
Total,Hombres,Bélgica,2016,3104,EM
Total,Hombres,Bélgica,2015,3362,EM
Total,Hombres,Bélgica,2014,3508,EM
Total,Hombres,Bélgica,2013,4076,EM
Total,Hombres,Bélgica,2012,3233,EM
Total,Hombres,Bélgica,2011,4319,EM
Total,Hombres,Bélgica,2010,3145,EM
Total,Hombres,Bélgica,2009,3014,EM
Total,Hombres,Bélgica,2008,2033,EM
Total,Hombres,Bulgaria,2020,2735,EM
Total,Hombres,Bulgaria,2019,3738,EM
Total,Hombres,Bulgaria,2018,3811,EM
Total,Hombres,Bulgaria,2017,4705,EM
Total,Hombres,Bulgaria,2016,4461,EM
Total,Hombres,Bulgaria,2015,4755,EM
Total,Hombres,Bulgaria,2014,5674,EM
Total,Hombres,Bulgaria,2013,7184,EM
Total,Hombres,Bulgaria,2012,6162,EM
Total,Hombres,Bulgaria,2011,4698,EM
Total,Hombres,Bulgaria,2010,6448,EM
Total,Hombres,Bulgaria,2009,6483,EM
Total,Hombres,Bulgaria,2008,4264,EM
Total,Hombres,Dinamarca,2020,509,EM
Total,Hombres,Dinamarca,2019,611,EM
Total,Hombres,Dinamarca,2018,578,EM
Total,Hombres,Dinamarca,2017,690,EM
Total,Hombres,Dinamarca,2016,664,EM
Total,Hombres,Dinamarca,2015,734,EM
Total,Hombres,Dinamarca,2014,606,EM
Total,Hombres,Dinamarca,2013,411,EM
Total,Hombres,Dinamarca,2012,349,EM
Total,Hombres,Dinamarca,2011,416,EM
Total,Hombres,Dinamarca,2010,368,EM
Total,Hombres,Dinamarca,2009,391,EM
Total,Hombres,Dinamarca,2008,299,EM
Total,Hombres,Finlandia,2020,395,EM
Total,Hombres,Finlandia,2019,470,EM
Total,Hombres,Finlandia,2018,423,EM
Total,Hombres,Finlandia,2017,516,EM
Total,Hombres,Finlandia,2016,631,EM
Total,Hombres,Finlandia,2015,412,EM
Total,Hombres,Finlandia,2014,376,EM
Total,Hombres,Finlandia,2013,341,EM
Total,Hombres,Finlandia,2012,264,EM
Total,Hombres,Finlandia,2011,233,EM
Total,Hombres,Finlandia,2010,127,EM
Total,Hombres,Finlandia,2009,192,EM
Total,Hombres,Finlandia,2008,174,EM
Total,Hombres,Francia,2020,9374,EM
Total,Hombres,Francia,2019,10926,EM
Total,Hombres,Francia,2018,10646,EM
Total,Hombres,Francia,2017,12470,EM
Total,Hombres,Francia,2016,12962,EM
Total,Hombres,Francia,2015,13179,EM
Total,Hombres,Francia,2014,13104,EM
Total,Hombres,Francia,2013,15728,EM
Total,Hombres,Francia,2012,12825,EM
Total,Hombres,Francia,2011,11828,EM
Total,Hombres,Francia,2010,12254,EM
Total,Hombres,Francia,2009,10242,EM
Total,Hombres,Francia,2008,7466,EM
Total,Hombres,Irlanda,2020,755,EM
Total,Hombres,Irlanda,2019,862,EM
Total,Hombres,Irlanda,2018,982,EM
Total,Hombres,Irlanda,2017,1057,EM
Total,Hombres,Irlanda,2016,1006,EM
Total,Hombres,Irlanda,2015,917,EM
Total,Hombres,Irlanda,2014,930,EM
Total,Hombres,Irlanda,2013,720,EM
Total,Hombres,Irlanda,2012,500,EM
Total,Hombres,Irlanda,2011,550,EM
Total,Hombres,Irlanda,2010,490,EM
Total,Hombres,Irlanda,2009,664,EM
Total,Hombres,Irlanda,2008,486,EM
Total,Hombres,Italia,2020,4555,EM
Total,Hombres,Italia,2019,4474,EM
Total,Hombres,Italia,2018,4272,EM
Total,Hombres,Italia,2017,5235,EM
Total,Hombres,Italia,2016,4124,EM
Total,Hombres,Italia,2015,4310,EM
Total,Hombres,Italia,2014,5549,EM
Total,Hombres,Italia,2013,6210,EM
Total,Hombres,Italia,2012,4205,EM
Total,Hombres,Italia,2011,4358,EM
Total,Hombres,Italia,2010,5673,EM
Total,Hombres,Italia,2009,5008,EM
Total,Hombres,Italia,2008,3937,EM
Total,Hombres,Países Bajos,2020,1858,EM
Total,Hombres,Países Bajos,2019,2680,EM
Total,Hombres,Países Bajos,2018,1983,EM
Total,Hombres,Países Bajos,2017,2673,EM
Total,Hombres,Países Bajos,2016,2596,EM
Total,Hombres,Países Bajos,2015,2433,EM
Total,Hombres,Países Bajos,2014,2873,EM
Total,Hombres,Países Bajos,2013,2935,EM
Total,Hombres,Países Bajos,2012,2182,EM
Total,Hombres,Países Bajos,2011,2468,EM
Total,Hombres,Países Bajos,2010,2475,EM
Total,Hombres,Países Bajos,2009,2516,EM
Total,Hombres,Países Bajos,2008,1918,EM
Total,Hombres,Polonia,2020,967,EM
Total,Hombres,Polonia,2019,1768,EM
Total,Hombres,Polonia,2018,1461,EM
Total,Hombres,Polonia,2017,2434,EM
Total,Hombres,Polonia,2016,1767,EM
Total,Hombres,Polonia,2015,1895,EM
Total,Hombres,Polonia,2014,2432,EM
Total,Hombres,Polonia,2013,2893,EM
Total,Hombres,Polonia,2012,3298,EM
Total,Hombres,Polonia,2011,3073,EM
Total,Hombres,Polonia,2010,4033,EM
Total,Hombres,Polonia,2009,4380,EM
Total,Hombres,Polonia,2008,3458,EM
Total,Hombres,Portugal,2020,4145,EM
Total,Hombres,Portugal,2019,4145,EM
Total,Hombres,Portugal,2018,4672,EM
Total,Hombres,Portugal,2017,6206,EM
Total,Hombres,Portugal,2016,4770,EM
Total,Hombres,Portugal,2015,4762,EM
Total,Hombres,Portugal,2014,6136,EM
Total,Hombres,Portugal,2013,7076,EM
Total,Hombres,Portugal,2012,7092,EM
Total,Hombres,Portugal,2011,7493,EM
Total,Hombres,Portugal,2010,9561,EM
Total,Hombres,Portugal,2009,10189,EM
Total,Hombres,Portugal,2008,6945,EM
Total,Hombres,Alemania,2020,7408,EM
Total,Hombres,Alemania,2019,8371,EM
Total,Hombres,Alemania,2018,9000,EM
Total,Hombres,Alemania,2017,10590,EM
Total,Hombres,Alemania,2016,11585,EM
Total,Hombres,Alemania,2015,12893,EM
Total,Hombres,Alemania,2014,12150,EM
Total,Hombres,Alemania,2013,13316,EM
Total,Hombres,Alemania,2012,9013,EM
Total,Hombres,Alemania,2011,7430,EM
Total,Hombres,Alemania,2010,7380,EM
Total,Hombres,Alemania,2009,6413,EM
Total,Hombres,Alemania,2008,5021,EM
Total,Hombres,Rumanía,2020,17763,EM
Total,Hombres,Rumanía,2019,23727,EM
Total,Hombres,Rumanía,2018,24886,EM
Total,Hombres,Rumanía,2017,31779,EM
Total,Hombres,Rumanía,2016,23603,EM
Total,Hombres,Rumanía,2015,25262,EM
Total,Hombres,Rumanía,2014,29083,EM
Total,Hombres,Rumanía,2013,39514,EM
Total,Hombres,Rumanía,2012,36293,EM
Total,Hombres,Rumanía,2011,24377,EM
Total,Hombres,Rumanía,2010,28459,EM
Total,Hombres,Rumanía,2009,30292,EM
Total,Hombres,Rumanía,2008,20118,EM
Total,Hombres,Suecia,2020,836,EM
Total,Hombres,Suecia,2019,952,EM
Total,Hombres,Suecia,2018,1014,EM
Total,Hombres,Suecia,2017,1323,EM
Total,Hombres,Suecia,2016,1412,EM
Total,Hombres,Suecia,2015,1067,EM
Total,Hombres,Suecia,2014,1091,EM
Total,Hombres,Suecia,2013,1034,EM
Total,Hombres,Suecia,2012,705,EM
Total,Hombres,Suecia,2011,732,EM
Total,Hombres,Suecia,2010,718,EM
Total,Hombres,Suecia,2009,652,EM
Total,Hombres,Suecia,2008,463,EM
Total,Hombres,Lituania,2020,254,EM
Total,Hombres,Lituania,2019,294,EM
Total,Hombres,Lituania,2018,463,EM
Total,Hombres,Lituania,2017,668,EM
Total,Hombres,Lituania,2016,483,EM
Total,Hombres,Lituania,2015,646,EM
Total,Hombres,Lituania,2014,762,EM
Total,Hombres,Lituania,2013,842,EM
Total,Hombres,Lituania,2012,764,EM
Total,Hombres,Lituania,2011,682,EM
Total,Hombres,Lituania,2010,803,EM
Total,Hombres,Lituania,2009,1019,EM
Total,Hombres,Lituania,2008,779,EM
Total,Hombres,Otro país de la Unión Europea sin España,2020,1565,EM
Total,Hombres,Otro país de la Unión Europea sin España,2019,1699,EM
Total,Hombres,Otro país de la Unión Europea sin España,2018,1410,EM
Total,Hombres,Otro país de la Unión Europea sin España,2017,1974,EM
Total,Hombres,Otro país de la Unión Europea sin España,2016,2423,EM
Total,Hombres,Otro país de la Unión Europea sin España,2015,2535,EM
Total,Hombres,Otro país de la Unión Europea sin España,2014,2291,EM
Total,Hombres,Otro país de la Unión Europea sin España,2013,2082,EM
Total,Hombres,Otro país de la Unión Europea sin España,2012,2164,EM
Total,Hombres,Otro país de la Unión Europea sin España,2011,2012,EM
Total,Hombres,Otro país de la Unión Europea sin España,2010,2086,EM
Total,Hombres,Otro país de la Unión Europea sin España,2009,2303,EM
Total,Hombres,Otro país de la Unión Europea sin España,2008,1609,EM
Total,Hombres,Europa menos UE27_2020,2020,22306,EM
Total,Hombres,Europa menos UE27_2020,2019,NA,EM
Total,Hombres,Europa menos UE27_2020,2018,NA,EM
Total,Hombres,Europa menos UE27_2020,2017,NA,EM
Total,Hombres,Europa menos UE27_2020,2016,NA,EM
Total,Hombres,Europa menos UE27_2020,2015,NA,EM
Total,Hombres,Europa menos UE27_2020,2014,NA,EM
Total,Hombres,Europa menos UE27_2020,2013,NA,EM
Total,Hombres,Europa menos UE27_2020,2012,NA,EM
Total,Hombres,Europa menos UE27_2020,2011,NA,EM
Total,Hombres,Europa menos UE27_2020,2010,NA,EM
Total,Hombres,Europa menos UE27_2020,2009,NA,EM
Total,Hombres,Europa menos UE27_2020,2008,NA,EM
Total,Hombres,Reino Unido,2020,15445,EM
Total,Hombres,Reino Unido,2019,16779,EM
Total,Hombres,Reino Unido,2018,20818,EM
Total,Hombres,Reino Unido,2017,25250,EM
Total,Hombres,Reino Unido,2016,18755,EM
Total,Hombres,Reino Unido,2015,17585,EM
Total,Hombres,Reino Unido,2014,17169,EM
Total,Hombres,Reino Unido,2013,14781,EM
Total,Hombres,Reino Unido,2012,9766,EM
Total,Hombres,Reino Unido,2011,8682,EM
Total,Hombres,Reino Unido,2010,9358,EM
Total,Hombres,Reino Unido,2009,7649,EM
Total,Hombres,Reino Unido,2008,6571,EM
Total,Hombres,País de Europa menos UE28,2020,NA,EM
Total,Hombres,País de Europa menos UE28,2019,7724,EM
Total,Hombres,País de Europa menos UE28,2018,7686,EM
Total,Hombres,País de Europa menos UE28,2017,9437,EM
Total,Hombres,País de Europa menos UE28,2016,8972,EM
Total,Hombres,País de Europa menos UE28,2015,8084,EM
Total,Hombres,País de Europa menos UE28,2014,9140,EM
Total,Hombres,País de Europa menos UE28,2013,11884,EM
Total,Hombres,País de Europa menos UE28,2012,9389,EM
Total,Hombres,País de Europa menos UE28,2011,9160,EM
Total,Hombres,País de Europa menos UE28,2010,8678,EM
Total,Hombres,País de Europa menos UE28,2009,8531,EM
Total,Hombres,País de Europa menos UE28,2008,7872,EM
Total,Hombres,Noruega,2020,849,EM
Total,Hombres,Noruega,2019,1089,EM
Total,Hombres,Noruega,2018,948,EM
Total,Hombres,Noruega,2017,1368,EM
Total,Hombres,Noruega,2016,1241,EM
Total,Hombres,Noruega,2015,899,EM
Total,Hombres,Noruega,2014,1180,EM
Total,Hombres,Noruega,2013,819,EM
Total,Hombres,Noruega,2012,552,EM
Total,Hombres,Noruega,2011,495,EM
Total,Hombres,Noruega,2010,409,EM
Total,Hombres,Noruega,2009,330,EM
Total,Hombres,Noruega,2008,369,EM
Total,Hombres,Suiza,2020,2077,EM
Total,Hombres,Suiza,2019,2028,EM
Total,Hombres,Suiza,2018,2180,EM
Total,Hombres,Suiza,2017,2554,EM
Total,Hombres,Suiza,2016,3218,EM
Total,Hombres,Suiza,2015,3345,EM
Total,Hombres,Suiza,2014,3361,EM
Total,Hombres,Suiza,2013,3623,EM
Total,Hombres,Suiza,2012,2809,EM
Total,Hombres,Suiza,2011,2735,EM
Total,Hombres,Suiza,2010,2242,EM
Total,Hombres,Suiza,2009,1773,EM
Total,Hombres,Suiza,2008,1550,EM
Total,Hombres,Ucrania,2020,1132,EM
Total,Hombres,Ucrania,2019,1486,EM
Total,Hombres,Ucrania,2018,1501,EM
Total,Hombres,Ucrania,2017,1799,EM
Total,Hombres,Ucrania,2016,1281,EM
Total,Hombres,Ucrania,2015,999,EM
Total,Hombres,Ucrania,2014,1326,EM
Total,Hombres,Ucrania,2013,2802,EM
Total,Hombres,Ucrania,2012,2307,EM
Total,Hombres,Ucrania,2011,2273,EM
Total,Hombres,Ucrania,2010,2408,EM
Total,Hombres,Ucrania,2009,2734,EM
Total,Hombres,Ucrania,2008,2610,EM
Total,Hombres,Moldavia,2020,141,EM
Total,Hombres,Moldavia,2019,151,EM
Total,Hombres,Moldavia,2018,210,EM
Total,Hombres,Moldavia,2017,220,EM
Total,Hombres,Moldavia,2016,280,EM
Total,Hombres,Moldavia,2015,165,EM
Total,Hombres,Moldavia,2014,242,EM
Total,Hombres,Moldavia,2013,476,EM
Total,Hombres,Moldavia,2012,495,EM
Total,Hombres,Moldavia,2011,484,EM
Total,Hombres,Moldavia,2010,521,EM
Total,Hombres,Moldavia,2009,582,EM
Total,Hombres,Moldavia,2008,502,EM
Total,Hombres,Rusia,2020,1538,EM
Total,Hombres,Rusia,2019,1768,EM
Total,Hombres,Rusia,2018,1655,EM
Total,Hombres,Rusia,2017,2238,EM
Total,Hombres,Rusia,2016,1677,EM
Total,Hombres,Rusia,2015,1418,EM
Total,Hombres,Rusia,2014,1589,EM
Total,Hombres,Rusia,2013,2073,EM
Total,Hombres,Rusia,2012,1429,EM
Total,Hombres,Rusia,2011,1157,EM
Total,Hombres,Rusia,2010,1246,EM
Total,Hombres,Rusia,2009,1215,EM
Total,Hombres,Rusia,2008,1272,EM
Total,Hombres,Otro país del resto de Europa,2020,1124,EM
Total,Hombres,Otro país del resto de Europa,2019,1202,EM
Total,Hombres,Otro país del resto de Europa,2018,1192,EM
Total,Hombres,Otro país del resto de Europa,2017,1258,EM
Total,Hombres,Otro país del resto de Europa,2016,1275,EM
Total,Hombres,Otro país del resto de Europa,2015,1259,EM
Total,Hombres,Otro país del resto de Europa,2014,1442,EM
Total,Hombres,Otro país del resto de Europa,2013,2090,EM
Total,Hombres,Otro país del resto de Europa,2012,1798,EM
Total,Hombres,Otro país del resto de Europa,2011,2016,EM
Total,Hombres,Otro país del resto de Europa,2010,1852,EM
Total,Hombres,Otro país del resto de Europa,2009,1898,EM
Total,Hombres,Otro país del resto de Europa,2008,1569,EM
Total,Hombres,África,2020,17949,EM
Total,Hombres,África,2019,18525,EM
Total,Hombres,África,2018,22088,EM
Total,Hombres,África,2017,24712,EM
Total,Hombres,África,2016,21514,EM
Total,Hombres,África,2015,22868,EM
Total,Hombres,África,2014,30203,EM
Total,Hombres,África,2013,47386,EM
Total,Hombres,África,2012,46647,EM
Total,Hombres,África,2011,45942,EM
Total,Hombres,África,2010,40778,EM
Total,Hombres,África,2009,35262,EM
Total,Hombres,África,2008,28464,EM
Total,Hombres,Argelia,2020,2213,EM
Total,Hombres,Argelia,2019,1992,EM
Total,Hombres,Argelia,2018,2137,EM
Total,Hombres,Argelia,2017,2840,EM
Total,Hombres,Argelia,2016,2491,EM
Total,Hombres,Argelia,2015,2302,EM
Total,Hombres,Argelia,2014,3264,EM
Total,Hombres,Argelia,2013,3990,EM
Total,Hombres,Argelia,2012,3889,EM
Total,Hombres,Argelia,2011,4237,EM
Total,Hombres,Argelia,2010,3502,EM
Total,Hombres,Argelia,2009,2917,EM
Total,Hombres,Argelia,2008,2363,EM
Total,Hombres,Gambia,2020,278,EM
Total,Hombres,Gambia,2019,281,EM
Total,Hombres,Gambia,2018,563,EM
Total,Hombres,Gambia,2017,749,EM
Total,Hombres,Gambia,2016,307,EM
Total,Hombres,Gambia,2015,342,EM
Total,Hombres,Gambia,2014,575,EM
Total,Hombres,Gambia,2013,1047,EM
Total,Hombres,Gambia,2012,1062,EM
Total,Hombres,Gambia,2011,1099,EM
Total,Hombres,Gambia,2010,886,EM
Total,Hombres,Gambia,2009,608,EM
Total,Hombres,Gambia,2008,489,EM
Total,Hombres,Ghana,2020,137,EM
Total,Hombres,Ghana,2019,125,EM
Total,Hombres,Ghana,2018,213,EM
Total,Hombres,Ghana,2017,292,EM
Total,Hombres,Ghana,2016,255,EM
Total,Hombres,Ghana,2015,312,EM
Total,Hombres,Ghana,2014,406,EM
Total,Hombres,Ghana,2013,880,EM
Total,Hombres,Ghana,2012,1053,EM
Total,Hombres,Ghana,2011,727,EM
Total,Hombres,Ghana,2010,807,EM
Total,Hombres,Ghana,2009,693,EM
Total,Hombres,Ghana,2008,407,EM
Total,Hombres,Guinea,2020,54,EM
Total,Hombres,Guinea,2019,172,EM
Total,Hombres,Guinea,2018,142,EM
Total,Hombres,Guinea,2017,158,EM
Total,Hombres,Guinea,2016,114,EM
Total,Hombres,Guinea,2015,228,EM
Total,Hombres,Guinea,2014,165,EM
Total,Hombres,Guinea,2013,511,EM
Total,Hombres,Guinea,2012,351,EM
Total,Hombres,Guinea,2011,336,EM
Total,Hombres,Guinea,2010,294,EM
Total,Hombres,Guinea,2009,351,EM
Total,Hombres,Guinea,2008,249,EM
Total,Hombres,Guinea Ecuatorial,2020,367,EM
Total,Hombres,Guinea Ecuatorial,2019,384,EM
Total,Hombres,Guinea Ecuatorial,2018,632,EM
Total,Hombres,Guinea Ecuatorial,2017,608,EM
Total,Hombres,Guinea Ecuatorial,2016,502,EM
Total,Hombres,Guinea Ecuatorial,2015,305,EM
Total,Hombres,Guinea Ecuatorial,2014,567,EM
Total,Hombres,Guinea Ecuatorial,2013,1030,EM
Total,Hombres,Guinea Ecuatorial,2012,918,EM
Total,Hombres,Guinea Ecuatorial,2011,874,EM
Total,Hombres,Guinea Ecuatorial,2010,838,EM
Total,Hombres,Guinea Ecuatorial,2009,799,EM
Total,Hombres,Guinea Ecuatorial,2008,654,EM
Total,Hombres,Mali,2020,414,EM
Total,Hombres,Mali,2019,460,EM
Total,Hombres,Mali,2018,532,EM
Total,Hombres,Mali,2017,701,EM
Total,Hombres,Mali,2016,561,EM
Total,Hombres,Mali,2015,561,EM
Total,Hombres,Mali,2014,1112,EM
Total,Hombres,Mali,2013,1835,EM
